SegmentName,Lat1,Lat2,Lon1,Lon2,Length,Spr.Rate,Spr.Azimuth,MeanDepth,Stdev.Depth,MinMaxDepth,PolygonWidth,MinDepth,MaxDepth,Boundary,SegmentName,dist2hp,hotspot
EPRR30,9.059,8.393,-104.271,-104.171,74.8747,105.62,82.6,-2598,27,116,10,-2657,-2541,PaciCoco,EPRR30,1356,Socorro
EPRR31,8.41,8.336,-103.944,-103.923,8.4952,106.94,82.21,-3624,119,365,10,-3811,-3447,PaciCoco,EPRR31,1406,Socorro
EPRR32,8.396,8.338,-103.526,-103.511,6.6032,107.16,81.54,-3121,17,56,10,-3145,-3089,PaciCoco,EPRR32,1431,Socorro
EPRR33,8.426,8.012,-102.9,-102.823,46.8049,108,80.51,-2757,38,161,10,-2858,-2698,PaciCoco,EPRR33,1486,Socorro
EPRR34,8.012,7.393,-102.836,-102.691,70.6793,109.77,80.5,-2746,35,130,10,-2808,-2677,PaciCoco,EPRR34,1469,Galapagos
EPRR35,7.488,5.564,-102.797,-102.41,218.1448,113.76,80.59,-2823,64,331,10,-3014,-2684,PaciCoco,EPRR35,1382,Galapagos
EPRR36,5.61,4.906,-102.497,-102.358,79.8301,118,80.66,-2800,110,457,10,-3128,-2672,PaciCoco,NA,NA,NA
EPRR37,4.988,3.428,-102.456,-102.157,176.6438,121.45,80.75,-3060,75,357,10,-3218,-2861,PaciCoco,NA,NA,NA
EPRR38,3.495,2.18,-102.265,-102.033,148.4871,125.89,80.86,-3079,145,573,10,-3406,-2833,PaciCoco,NA,NA,NA
EPRR39,2.187,1.828,-102.07,-102.137,40.6216,128.53,80.98,-3323,166,681,10,-3686,-3005,PaciCoco,NA,NA,NA
EPRR4,27.532,27.16,-111.327,-111.594,49.0182,45.85,131.18,-1994,83,337,10,-2069,-1733,PaciNoam,NA,NA,NA
EPRR40,1.784,1.216,-102.274,-102.212,63.4971,130.04,81.28,-3052,71,282,10,-3172,-2889,PaciCoco,NA,NA,NA
EPRR41,0.715,-1.219,-102.168,-102.576,219.8061,126.46,98.26,-3040,86,352,10,-3256,-2904,NazcPaci,NA,NA,NA
EPRR42,-1.472,-2.717,-102.537,-102.723,139.9577,129.08,98.26,-3020,66,269,10,-3201,-2932,NazcPaci,NA,NA,NA
EPRR43,-2.82,-3.739,-102.502,-102.682,104.1158,130.66,98.13,-3061,78,432,10,-3366,-2934,NazcPaci,EPRR43,1232,Galapagos
EPRR44,-3.666,-4.038,-103.979,-104.059,42.3658,131.68,98.98,-3203,152,566,10,-3498,-2932,NazcPaci,NA,NA,NA
EPRR45,-4.016,-4.595,-104.53,-104.64,65.6024,132.37,99.29,-2779,61,240,10,-2948,-2708,NazcPaci,NA,NA,NA
EPRR46,-4.552,-5.305,-106.315,-106.485,85.7674,133.53,100.35,-2651,65,237,10,-2768,-2531,NazcPaci,NA,NA,NA
EPRR47,-5.256,-6.34,-106.615,-106.965,126.6108,134.66,100.5,-2795,117,427,10,-3046,-2619,NazcPaci,NA,NA,NA
EPRR48,-6.25,-6.984,-107.411,-107.59,83.9906,135.77,100.85,-2850,108,480,10,-3086,-2606,NazcPaci,EPRR48,1871,Galapagos
EPRR49,-6.99,-7.242,-107.631,-107.71,29.3891,136.37,100.9,-2813,49,224,10,-2957,-2733,NazcPaci,NA,NA,NA
EPRR5,27.099,26.952,-111.352,-111.47,20.149,46.11,130.83,-2003,38,148,10,-2039,-1890,PaciNoam,NA,NA,NA
EPRR50,-7.268,-9.135,-107.774,-108.171,212.1562,137.62,100.98,-2914,92,626,10,-3377,-2751,NazcPaci,EPRR50,1991,Galapagos
EPRR51,-8.898,-9.073,-109.67,-109.729,20.4833,138.81,101.92,-3056,117,443,10,-3340,-2897,NazcPaci,NA,NA,NA
EPRR52,-9.053,-9.657,-109.894,-110.025,68.6607,139.24,102.03,-2714,86,320,10,-2926,-2607,NazcPaci,NA,NA,NA
EPRR53,-9.656,-10.835,-110.071,-110.357,134.8297,140.17,102.1,-2733,49,204,10,-2843,-2639,NazcPaci,EPRR53,1863,Easter
EPRR54,-10.832,-11.655,-110.377,-110.603,94.7208,141.17,102.17,-2916,66,347,10,-3133,-2786,NazcPaci,NA,NA,NA
EPRR55,-11.671,-12.518,-110.686,-110.891,96.7836,142,102.27,-2681,66,343,10,-2925,-2582,NazcPaci,EPRR55,1660,Easter
EPRR56,-12.55,-13.398,-110.853,-111.002,95.6655,142.79,102.28,-2771,165,644,10,-3087,-2443,NazcPaci,NA,NA,NA
EPRR57,-13.279,-13.499,-111.156,-111.224,25.5875,143.19,102.4,-3230,85,405,10,-3399,-2993,NazcPaci,NA,NA,NA
EPRR58,-13.385,-13.455,-111.931,-111.978,9.3339,143.35,102.82,-3645,68,255,10,-3781,-3526,NazcPaci,EPRR58,1524,Easter
EPRR59,-13.361,-15.027,-112.318,-112.749,190.9987,144.07,103.08,-2673,87,376,10,-2971,-2596,NazcPaci,EPRR59,1448,Easter
EPRR6,26.286,26.158,-110.514,-110.609,17.0991,46.26,129.56,-2254,107,508,10,-2474,-1966,PaciNoam,NA,NA,NA
EPRR60,-14.982,-15.552,-112.784,-112.885,64.3224,144.94,103.17,-2746,133,427,10,-3028,-2601,NazcPaci,EPRR60,1337,Easter
EPRR61,-15.533,-15.953,-112.912,-112.982,47.2111,145.3,103.2,-2742,85,281,10,-2926,-2644,NazcPaci,EPRR61,1288,Easter
EPRR62,-15.941,-19.283,-112.974,-113.497,375.756,146.6,103.24,-2809,109,562,10,-3154,-2592,NazcPaci,EPRR62,1096,Easter
EPRR63,-19.324,-20.685,-113.514,-113.855,155.4629,148.04,103.35,-2910,110,490,10,-3258,-2768,NazcPaci,EPRR63,864,Easter
EPRR64,-20.61,-23.046,-114.131,-114.535,274.0615,148.99,103.61,-2997,105,440,10,-3249,-2809,NazcPaci,EPRR64,723,Easter
EPRR65,-22.925,-24.314,-115.461,-115.461,154.3942,149.8,104.14,-2988,234,1000,10,-3632,-2632,NazcPaci,EPRR65,665,Easter
EPRR66,-24.229,-24.533,-115.641,-116.254,70.6952,150.09,104.37,-3528,374,1408,10,-4131,-2723,NazcPaci,EPRR66,663,Easter
EPRR67,-24.869,-26.7,-116.544,-115.034,253.5241,150.47,104.25,-2695,273,1330,10,-3369,-2039,NazcPaci,EPRR67,592,Easter
EPRR68,-22.996,-25.017,-111.869,-112.067,225.6673,149.67,102.28,-3227,536,2522,10,-5140,-2619,NazcPaci,EPRR68,387,Easter
EPRR69,-24.753,-25.552,-112.41,-112.384,88.9611,150.09,102.47,-3035,159,538,10,-3307,-2769,NazcPaci,EPRR69,315,Easter
EPRR7,25.563,25.327,-109.768,-109.963,32.7504,46.51,128.41,-3204,79,495,10,-3321,-2826,PaciNoam,NA,NA,NA
EPRR70,-27.364,-25.39,-112.779,-112.564,220.6185,150.46,102.59,-2643,89,403,10,-2844,-2442,NazcPaci,EPRR70,274,Easter
EPRR71,-27.364,-28.493,-112.942,-112.924,125.5626,150.82,102.7,-2378,169,598,10,-2760,-2162,NazcPaci,EPRR71,307,Easter
EPRR72,-28.463,-29.304,-113.01,-112.95,93.7194,150.98,102.71,-2548,212,712,10,-3035,-2323,NazcPaci,EPRR72,360,Easter
EPRR73,-29.346,-30.495,-111.725,-111.782,127.7921,151.08,102.04,-2607,125,514,10,-2823,-2309,NazcPaci,EPRR73,367,Easter
EPRR74,-30.626,-32.293,-111.868,-112.125,186.9246,151.2,102.17,-2394,41,263,10,-2599,-2337,NazcPaci,NA,NA,NA
EPRR75,-32.309,-34.008,-112.411,-112.544,189.3808,151.21,102.42,-2448,74,344,10,-2654,-2310,NazcPaci,EPRR75,725,Easter
EPRR76,-34.047,-34.837,-112.737,-111.946,113.8692,151.13,102.36,-2707,285,1129,10,-3473,-2345,NazcPaci,NA,NA,NA
EPRR8,24.668,24.443,-109.107,-109.278,30.3963,46.91,127.17,-3041,245,834,10,-3534,-2700,PaciNoam,NA,NA,NA
EPRR9,23.966,23.866,-108.689,-108.755,12.977,47.22,126.3,-3039,482,1431,10,-4099,-2668,PaciNoam,NA,NA,NA
GAKK1,79.945,78.468,123.226,125.697,171.9852,6.88,108.01,-3192,261,945,10,-3524,-2579,NoamEura,NA,NA,NA
GAKK10,86.652,87.01,45.666,59.007,90.9047,10.75,179.54,-4681,424,1597,10,-5141,-3545,NoamEura,GAKK10,1961,Jan
GAKK11,85.99,86.65,29.529,45.366,134.0998,11.09,164.86,-4356,477,1586,10,-5114,-3528,NoamEura,GAKK11,1848,Jan
GAKK12,85.928,85.984,22.418,29.437,55.3593,11.39,153.25,-4634,151,477,10,-4921,-4444,NoamEura,GAKK12,1757,Jan
GAKK13,85.199,85.925,11.686,22.317,121.6672,11.67,144.36,-4544,369,1474,10,-4986,-3512,NoamEura,GAKK13,1678,Jan
GAKK14,84.607,85.199,2.843,11.551,108.1347,12.03,134.64,-4663,265,1037,10,-5183,-4147,NoamEura,GAKK14,1573,Jan
GAKK15,84.126,84.506,0.043,2.829,52.2315,12.31,128.92,-3856,235,758,10,-4182,-3425,NoamEura,GAKK15,1493,Jan
GAKK16,83.583,84.115,-3.669,-0.037,73.2378,12.51,125.63,-3593,317,1088,10,-4115,-3027,NoamEura,GAKK16,1434,Jan
GAKK17,83.222,83.577,-5.501,-3.74,45.4284,12.7,122.88,-3586,370,1260,10,-4250,-2990,NoamEura,GAKK17,1381,Jan
GAKK18,83.209,82.934,-5.513,-6.731,34.6706,12.82,121.35,-3977,182,671,10,-4311,-3640,NoamEura,GAKK18,1343,Jan
GAKK2,81.498,79.958,120.34,123.253,178.9208,7.5,110.44,-3849,580,2106,10,-5216,-3111,NoamEura,NA,NA,NA
GAKK3,82.238,81.517,118.628,120.113,83.5226,7.96,112.61,-4521,609,2098,10,-5197,-3098,NoamEura,NA,NA,NA
GAKK4,83.365,82.309,116.062,118.443,122.0247,8.34,114.37,-4253,52,247,10,-4376,-4129,NoamEura,NA,NA,NA
GAKK5,83.374,84.888,115.96,101.831,231.5243,8.94,123.2,-4140,108,463,10,-4381,-3918,NoamEura,NA,NA,NA
GAKK6,85.351,84.891,89.776,101.814,124.489,9.52,136.95,-4178,151,576,10,-4421,-3844,NoamEura,NA,NA,NA
GAKK7,85.982,85.359,77.364,89.708,124.2424,9.93,149.5,-4090,90,337,10,-4272,-3935,NoamEura,GAKK7,2177,Jan
GAKK8,86.743,85.994,65.955,77.082,113.9511,10.31,160.9,-3936,423,1873,10,-4799,-2926,NoamEura,GAKK8,2076,Jan
GAKK9,87.044,86.851,60.123,65.923,40.4368,10.54,168.53,-4338,201,647,10,-4635,-3988,NoamEura,NA,NA,NA
GALA1,1.116,0.708,-102.177,-102.239,45.9175,38.56,10.43,-2919,41,172,10,-3034,-2862,CocoNazc,NA,NA,NA
GALA10,2.371,2.097,-93.246,-92.198,120.3807,53.05,5.53,-2022,147,560,10,-2376,-1816,CocoNazc,GALA10,261,Galapagos
GALA11,2.153,1.851,-92.137,-90.823,149.732,54.93,5.75,-1882,142,744,10,-2367,-1624,CocoNazc,GALA11,230,Galapagos
GALA12,1.034,0.759,-90.793,-89.222,177.268,57.26,7.19,-1792,82,414,10,-1945,-1531,CocoNazc,GALA12,243,Galapagos
GALA13,0.827,0.719,-89.16,-87.831,148.2527,59.45,7.11,-1966,102,340,10,-2139,-1799,CocoNazc,GALA13,399,Galapagos
GALA14,0.677,0.751,-87.77,-87.045,81.0902,60.99,7.03,-2244,104,413,10,-2422,-2010,CocoNazc,GALA14,517,Galapagos
GALA15,0.89,0.697,-87.109,-85.331,198.9446,62.62,6.76,-2471,122,533,10,-2744,-2211,CocoNazc,GALA15,649,Galapagos
GALA16,1.755,1.72,-85.246,-84.69,61.9722,64.2,5.45,-3105,144,480,10,-3355,-2875,CocoNazc,GALA16,805,Galapagos
GALA17,3.343,3.264,-84.257,-82.945,145.8903,65.88,3.52,-3254,321,1194,10,-4082,-2889,CocoNazc,GALA17,1003,Galapagos
GALA2,1.203,1.478,-102.163,-101.494,80.4098,39.05,9.26,-2791,298,1089,10,-3384,-2295,CocoNazc,NA,NA,NA
GALA3,2.276,2.153,-101.551,-100.315,138.0237,40.29,6.96,-3679,328,1399,10,-4626,-3227,CocoNazc,GALA3,1023,Galapagos
GALA4,2.248,2.181,-100.292,-98.973,146.7775,42.37,6.67,-3155,306,1337,10,-3801,-2464,CocoNazc,GALA4,883,Galapagos
GALA5,2.202,2.286,-98.965,-97.857,123.4778,44.3,6.36,-3026,318,1375,10,-3769,-2394,CocoNazc,GALA5,755,Galapagos
GALA6,2.178,2.105,-97.809,-96.499,145.7903,46.29,6.34,-3223,165,787,10,-3752,-2965,CocoNazc,GALA6,620,Galapagos
GALA7,2.35,2.305,-96.47,-95.631,93.4022,47.97,5.81,-2865,140,604,10,-3270,-2666,CocoNazc,GALA7,519,Galapagos
GALA8,2.308,2.362,-95.618,-95.351,30.2771,48.84,5.71,-2952,126,401,10,-3174,-2773,CocoNazc,GALA8,466,Galapagos
GALA9,2.649,2.48,-95.412,-93.261,239.7319,50.57,5.16,-2584,279,1124,10,-3351,-2228,CocoNazc,GALA9,386,Galapagos
JUAN1,51.535,51.367,-130.754,-131.085,29.5815,54.6,NA,-2074,176,564,10,-2459,-1895,JFPA,JUAN1,327,Bowie
JUAN10,46.246,45.546,-129.896,-130.123,79.7941,50.4,NA,-1904,224,806,NA,-2310,-1504,JFPA,JUAN10,12,Juan
JUAN11,45.556,45.061,-129.931,-130.223,59.6724,50,NA,-2431,30,155,NA,-2520,-2365,JFPA,JUAN11,77,Juan
JUAN12,45.084,44.525,-130.164,-130.456,66.2688,49.5,NA,-2190,58,242,10,-2339,-2097,JFPA,JUAN12,135,Juan
JUAN13,43.84,43.702,-128.696,-128.729,15.5063,49,NA,-3452,56,203,10,-3509,-3305,JFPA,NA,NA,NA
JUAN14,43.402,43.288,-127.719,-127.794,14.0925,48.8,NA,-2812,214,891,10,-3044,-2154,JFPA,NA,NA,NA
JUAN15,42.998,42.433,-126.585,-126.925,68.7427,48.6,NA,-3365,259,938,10,-3974,-3036,JFPA,JUAN15,447,Juan
JUAN16,42.427,41.61,-127.019,-127.262,93.0485,47.9,NA,-3370,174,614,10,-3714,-3100,JFPA,JUAN16,498,Juan
JUAN17,41.543,40.455,-127.453,-127.496,121.0117,47,NA,-3243,100,461,10,-3452,-2991,JFPA,JUAN17,592,Juan
JUAN2,50.914,50.746,-130.306,-130.583,26.9714,54.2,NA,-2327,104,291,10,-2476,-2185,JFPA,NA,NA,NA
JUAN3,50.347,50.114,-130.051,-130.381,34.9524,53.8,NA,-2225,123,435,10,-2453,-2018,JFPA,JUAN3,451,Bowie
JUAN4,49.982,49.249,-130.071,-130.668,92.1378,53.3,NA,-2334,316,1125,10,-2895,-1769,JFPA,JUAN4,403,Juan
JUAN5,48.74,48.324,-128.904,-129.125,48.9835,52.7,NA,-2929,98,462,10,-3057,-2594,JFPA,JUAN5,291,Juan
JUAN6,48.252,48.11,-128.951,-129.046,17.3809,52.4,NA,-2684,54,239,10,-2773,-2534,JFPA,NA,NA,NA
JUAN7,48.1,47.645,-129.011,-129.315,55.4423,52.1,NA,-2368,215,655,10,-2717,-2062,JFPA,JUAN7,218,Juan
JUAN8,47.515,46.534,-128.876,-129.492,118.5932,51.5,NA,-2516,119,426,10,-2691,-2265,JFPA,JUAN8,130,Juan
JUAN9,46.551,46.051,-129.565,-129.87,60.2918,50.8,NA,-2260,102,371,NA,-2476,-2105,JFPA,NA,NA,NA
MARR1,81.911,82.325,-5.049,-3.663,50.6041,13.06,122.06,-3851,198,688,10,-4043,-3355,NoamEura,NA,NA,NA
MARR2,81.421,81.77,-4.502,-3.291,43.469,13.19,122.03,-3468,363,1205,10,-3994,-2789,NoamEura,NA,NA,NA
MARR3,81.24,80.986,-1.93,-2.891,32.6795,13.29,122.85,-3542,233,712,10,-3925,-3213,NoamEura,NA,NA,NA
MARR4,80.855,80.368,-0.868,-2.388,60.7356,13.41,123.08,-3534,508,1605,10,-4256,-2651,NoamEura,NA,NA,NA
MARR5,80.475,80.181,1.841,0.361,42.7676,13.4,125.01,-2692,164,501,10,-3038,-2537,NoamEura,NA,NA,NA
MARR6,79.585,79.089,4.083,2.543,63.6124,13.6,125.93,-3851,1005,3253,10,-5554,-2301,NoamEura,NA,NA,NA
MARR7,78.451,76.879,7.516,7.629,174.8302,13.87,127.79,-3123,242,1070,10,-3556,-2486,NoamEura,MARR7,870,Jan
MARR8,76.805,76.48,7.606,7.039,38.9731,14.15,126.78,-2979,212,722,10,-3311,-2589,NoamEura,MARR8,782,Jan
MARR9,76.446,75.386,6.978,7.456,118.5848,14.34,126.14,-3172,106,430,10,-3422,-2992,NoamEura,MARR9,724,Jan
MARR10,75.327,74.698,7.743,8.412,72.5198,14.53,126.08,-3233,171,627,10,-3473,-2847,NoamEura,NA,NA,NA
MARR11,74.688,73.648,8.89,8.494,116.2097,14.72,125.89,-2905,139,554,10,-3121,-2566,NoamEura,NA,NA,NA
MARR12,73.316,73.621,7.01,8.405,55.6734,14.95,124.72,-2733,179,588,10,-2999,-2411,NoamEura,MARR12,597,Jan
MARR13,72.585,73.287,3.186,6.881,143.5407,15.22,122.57,-2960,231,1201,10,-3353,-2152,NoamEura,MARR13,496,Jan
MARR14,72.139,72.574,0.189,3.225,113.1431,15.53,120.02,-2879,246,939,10,-3340,-2401,NoamEura,MARR14,371,Jan
MARR15,71.86,72.119,-1.543,0.098,63.3638,15.74,118.23,-2720,130,445,10,-2936,-2492,NoamEura,MARR15,279,Jan
MARR16,71.73,71.88,-2.679,-1.853,33.1626,15.85,117.13,-2364,172,592,10,-2718,-2127,NoamEura,MARR16,222,Jan
MARR17,71.556,71.718,-3.778,-2.744,40.4782,15.94,116.41,-2206,176,629,10,-2639,-2010,NoamEura,MARR17,183,Jan
MARR18,71.564,71.367,-3.907,-4.979,43.7875,16.03,115.56,-2329,266,878,10,-2665,-1787,NoamEura,MARR18,137,Jan
MARR19,71.368,70.908,-5.144,-6.334,66.6793,16.17,114.59,-1768,537,1745,10,-2747,-1001,NoamEura,MARR19,83,Jan
MARR20,70.656,71.657,-14.001,-12.252,127.8024,16.43,109.87,-1303,527,1611,10,-2273,-662,NoamEura,MARR20,186,Jan
MARR21,69.996,70.704,-15.578,-14.633,86.24,16.71,108.35,-1385,338,1263,10,-2245,-982,NoamEura,MARR21,271,Jan
MARR22,69.968,68.887,-15.363,-16.707,131.1053,16.99,107.5,-1066,192,806,10,-1593,-787,NoamEura,MARR22,349,Jan
MARR23,68.88,67.88,-17.588,-18.404,116.1281,17.32,106.01,-827,233,841,10,-1386,-546,NoamEura,MARR23,386,Iceland
MARR24,67.841,66.982,-18.494,-18.786,96.2305,17.59,105.39,-326,73,321,10,-523,-203,NoamEura,MARR24e,275,Iceland
MARR25,66.956,66.775,-18.077,-18.27,21.9134,17.72,105.54,-302,40,142,10,-389,-248,NoamEura,MARR25,223,Iceland
MARR26,66.646,66.352,-17.453,-17.722,34.7902,17.79,105.8,-259,36,128,10,-327,-199,NoamEura,NA,NA,NA
MARR27,66.259,65.297,-16.495,-17.035,109.7607,17.95,106.12,289,189,585,10,-35,550,NoamEura,MARR27,173,Iceland
MARR28,64.403,65.265,-18.029,-16.649,115.9143,18.2,105.58,1025,252,891,10,551,1442,NoamEura,MARR28e,127,Iceland
MARR29,64.394,63.847,-18.061,-19.289,85.1086,18.42,104.66,696,112,477,10,549,1025,NoamEura,MARR29,116,Iceland
MARR30,64.099,63.822,-21.196,-19.371,94.2576,18.5,103.72,238,212,608,10,42,650,NoamEura,MARR30,116,Iceland
MARR31,63.903,64.152,-21.908,-21.175,45.2164,18.51,103.01,385,126,424,10,101,524,NoamEura,MARR31e,131,Iceland
MARR32,63.656,63.975,-23.057,-22.207,54.749,18.59,102.35,-45,121,363,10,-233,129,NoamEura,MARR32e,183,Iceland
MARR33,63.019,63.707,-24.678,-23.24,104.8138,18.73,101.53,-203,84,349,10,-414,-65,NoamEura,MARR33,264,Iceland
MARR34,62.669,62.997,-25.389,-24.745,48.9859,18.88,100.83,-543,81,367,10,-692,-324,NoamEura,MARR34,345,Iceland
MARR35,62.117,62.662,-26.28,-25.382,76.2833,19,100.34,-663,86,333,10,-798,-465,NoamEura,MARR35,408,Iceland
MARR36,62.11,61.839,-26.3,-26.793,39.6639,19.11,99.89,-769,128,584,10,-1045,-462,NoamEura,MARR36,467,Iceland
MARR37,61.493,61.832,-27.2,-26.802,43.1627,19.19,99.6,-811,84,442,10,-1025,-583,NoamEura,MARR37,509,Iceland
MARR38,60.813,61.513,-28.308,-27.349,93.3541,19.32,99.08,-892,84,426,10,-1102,-676,NoamEura,MARR38,580,Iceland
MARR39,60.432,60.799,-28.754,-28.394,45.2798,19.45,98.62,-738,97,567,10,-973,-406,NoamEura,MARR39,653,Iceland
MARR40,60.123,60.493,-29.214,-28.84,46.0606,19.53,98.34,-886,109,461,10,-1103,-642,NoamEura,MARR40,695,Iceland
MARR41,59.7,60.127,-29.928,-29.305,58.9062,19.62,97.98,-965,118,584,10,-1222,-638,NoamEura,MARR41,750,Iceland
MARR42,59.084,59.649,-30.791,-29.919,79.8869,19.75,97.53,-1209,110,667,10,-1459,-791,NoamEura,MARR42,823,Iceland
MARR43,58.81,59.052,-31.022,-30.859,28.541,19.85,97.18,-1294,92,388,10,-1526,-1137,NoamEura,MARR43,882,Iceland
MARR44,58.807,58.606,-31.204,-31.458,26.803,19.91,96.95,-1618,181,689,10,-1916,-1227,NoamEura,MARR44,915,Iceland
MARR45,58.599,58.39,-31.485,-31.644,24.9177,19.96,96.81,-1441,90,398,NA,-1651,-1253,NoamEura,MARR45,943,Iceland
MARR46,58.435,57.645,-31.706,-32.805,109.0847,20.06,96.41,-1848,148,646,10,-2240,-1594,NoamEura,MARR46,1007,Iceland
MARR47,57.637,56.845,-32.828,-33.956,111.1633,20.24,95.75,-2238,221,937,10,-2745,-1808,NoamEura,MARR47,1119,Iceland
MARR48,56.768,55.824,-34.313,-34.565,106.0627,20.44,95.15,-1962,285,1084,10,-2627,-1543,NoamEura,NA,NA,NA
MARR49,55.778,55.083,-34.936,-35.278,80.2507,20.61,94.76,-2406,135,618,10,-2749,-2130,NoamEura,NA,NA,NA
MARR50,55.066,54.406,-35.189,-35.278,73.6334,20.74,94.66,-2239,168,582,10,-2516,-1934,NoamEura,MARR50,1415,Iceland
